brewery,beertype,rating,name,ABV
Willimantic Brewing Co.,INDIA_PALE_ALE,4.5,Willimantic EurIPAen,6.5
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Festive Ale,8.3
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Czech In The Mail IPA,6.8
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Commemorative IPA,7.2
Willimantic Brewing Co.,INDIA_PALE_ALE,3,Willimantic Double Trouble,8.4
Willimantic Brewing Co.,INDIA_PALE_ALE,3.5,Willimantic Glacier IPA,6.5
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Valentines Mail India Dark Ale,6
Willimantic Brewing Co.,INDIA_PALE_ALE,3,Willimantic Evil EY-PA,6.4
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic International Mail IPA,7.4
Willimantic Brewing Co.,INDIA_PALE_ALE,5,Willimantic Address Unknown IPA,6.5
Willimantic Brewing Co.,INDIA_PALE_ALE,4,NuggaRilloNook IPA,6.1
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Hip Hop IPA,6.2
Willimantic Brewing Co.,INDIA_PALE_ALE,4.5,Willimantic Drewry Brewery IPA,6.5
Willimantic Brewing Co.,INDIA_PALE_ALE,4.5,Willimantic Jake 180 IPA,8.5
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Derailed Mail IPA,6.3
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Postmaster IPA,6.3
Willimantic Brewing Co.,INDIA_PALE_ALE,3.5,Willimantic Whirlwind IPA,6.3
Willimantic Brewing Co.,INDIA_PALE_ALE,4.5,Willimantic E-Mail IPA,6.6
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Husky IPA,6.9
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Most Wanted IPA,6.3
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Dyvyl Hopyard IPA,8.4
Willimantic Brewing Co.,INDIA_PALE_ALE,4.5,Willimantic Sterling Nugget IPA,6.4
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic India Pilsner Ale,6.6
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Equinox IPA,6.9
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Crazy 800 IPA,7.8
Willimantic Brewing Co.,INDIA_PALE_ALE,5,Willimantic IPA Squared,8.3
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Fallout Shelter IPA,6
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Pushing The Envelope Extreme,8.8
Moat Mountain Smoke House & Brewing Co.,INDIA_PALE_ALE,4,Moat I.P.A.,7
Moat Mountain Smoke House & Brewing Co.,INDIA_PALE_ALE,4,Moat Scottie's IPA,5.98
Flat Earth Brewing Company,INDIA_PALE_ALE,4.5,Northwest Passage,6.5
Goose Island Beer Co.,INDIA_PALE_ALE,4.5,Batch 4000 (Belgian Double IPA),8
Block 15 Brewery & Restaurant,INDIA_PALE_ALE,4,One Hop Wonder Centennial IPA,6.8
Goose Island Beer Co.,INDIA_PALE_ALE,4,Pork Soda,7.5
Goose Island Beer Co.,INDIA_PALE_ALE,4,Flight Delay Imperial IPA,8.1
Goose Island Beer Co.,INDIA_PALE_ALE,3.5,Summer Camp IPA,6.4
Goose Island Beer Co.,INDIA_PALE_ALE,3.5,R.I.P. Ale,5.8
Goose Island Beer Co.,INDIA_PALE_ALE,4,Double Dry-Hopped India Pale Ale,5.9
Goose Island Beer Co.,INDIA_PALE_ALE,3.5,Cinders,8.2
Bowen Island Brewing Co. Ltd.,INDIA_PALE_ALE,3.5,Bowen Island Artisan IPA,5.5
Thomas Hooker Brewing Company,INDIA_PALE_ALE,4,Thomas Hooker Hop Meadow IPA,6.5
Ballast Point Brewing Company,INDIA_PALE_ALE,4,Dorado Double IPA,9.6
Goose Island Beer Co.,INDIA_PALE_ALE,3.5,Opening Day IPA,6.4
Goose Island Beer Co.,INDIA_PALE_ALE,4,Palisades IPA,7.2
Goose Island Beer Co.,INDIA_PALE_ALE,3.5,Smooth India Pale Ale,5.5
Thomas Hooker Brewing Company,INDIA_PALE_ALE,4,Troutbrook IPA,5.8
Goose Island Beer Co.,INDIA_PALE_ALE,3.5,Midway IPA,6
Goose Island Beer Co.,INDIA_PALE_ALE,3.5,Louisville,8.3
Goose Island Beer Co.,INDIA_PALE_ALE,4,Bracket Buster IPA,6.4
Goose Island Beer Co.,INDIA_PALE_ALE,3,White Pine IPA,6.4
Goose Island Beer Co.,INDIA_PALE_ALE,4.5,CBC IPA,6.2
Goose Island Beer Co.,INDIA_PALE_ALE,2.5,Chicago Star,6.8
Goose Island Beer Co.,INDIA_PALE_ALE,4,Daywalker IPA,6.4
Goose Island Beer Co.,INDIA_PALE_ALE,5,Minx,8
Goose Island Beer Co.,INDIA_PALE_ALE,2,Hibernation Imperial IPA,8.1
Flagstaff Brewing Company,INDIA_PALE_ALE,5,Flagstaff Bubbaganouj IPA,6.2
Crossroads Brewing Company,INDIA_PALE_ALE,3.5,Outrage IPA,7
Block 15 Brewery & Restaurant,INDIA_PALE_ALE,4,Alpha IPA,6.8
Block 15 Brewery & Restaurant,INDIA_PALE_ALE,3.5,One Hop Wonder Calypso IPA,6.8
Block 15 Brewery & Restaurant,INDIA_PALE_ALE,4.5,Six Hop Wonder,9.5
Astoria Brewing Company / Wet Dog Cafe,INDIA_PALE_ALE,4.5,Battle Bitch Imperial IPA,9
Astoria Brewing Company / Wet Dog Cafe,INDIA_PALE_ALE,4,Bitter Bitch Imperial IPA,9.6
Astoria Brewing Company / Wet Dog Cafe,INDIA_PALE_ALE,2.5,Solar Dog IPA,6.2
Queen City Brewing Limited,INDIA_PALE_ALE,2.5,King Rabbit Imperial IPA,9
Bridge Road Brewers,INDIA_PALE_ALE,4,Galaxy Single Hop IPA,4.8
Bridge Road Brewers,INDIA_PALE_ALE,4,Bling India Pale Ale,5.8
Bridge Road Brewers,INDIA_PALE_ALE,3.5,Stella Single Hop IPA,5
Brasserie De La VallÃ©e De Chevreuse,INDIA_PALE_ALE,5,Volcelest Biere De Printemps,4.7
"Kysela Pere Et Fils, Ltd.",INDIA_PALE_ALE,3.5,Sneaky Pete Imperial IPA,10
Spring House Brewing Company,INDIA_PALE_ALE,4,Beyond The Gates AKA Seven Gates On Skates,7.9
Spring House Brewing Company,INDIA_PALE_ALE,3.5,Robot Bastard!,7
Oakland Brewing Company,INDIA_PALE_ALE,2,Sea Of Hands,7
Oakland Brewing Company,INDIA_PALE_ALE,4,CME IPA,7.4
Fire Island Beer Company,INDIA_PALE_ALE,3,Red Wagon IPA,7
Minipivovar MatuÅ¡ka Broumy (Matuska),INDIA_PALE_ALE,4,MatuÅ¡ka IPA Raptor Super Dry,6.23
Brau Brothers Brewing Co. LLC,INDIA_PALE_ALE,3.5,Sheephead Ale,7.7
Brau Brothers Brewing Co. LLC,INDIA_PALE_ALE,3.5,Hundred Yard Dash Fresh Hop Ale,6.8
Hornbeer,INDIA_PALE_ALE,4.5,Happy Hoppy Viking,9.2
Big Bear Brewing Company,INDIA_PALE_ALE,4.5,Bourbon Barrel Aged Double IPA,8.5
Max's Fanno Creek Brew Pub,INDIA_PALE_ALE,3.5,O Holy Hops,8.5
Left Coast Brewing Company,INDIA_PALE_ALE,3,Trestles,6.8
Left Coast Brewing Company,INDIA_PALE_ALE,4,Left Coast Hop Juice,9.7
Five Seasons North,INDIA_PALE_ALE,4,Cowbell,6.8
Ballast Point Brewing Company,INDIA_PALE_ALE,4.5,Sculpin (Double Dry Hopped),7
Ballast Point Brewing Company,INDIA_PALE_ALE,4,Habanero Sculpin,7
Ballast Point Brewing Company,INDIA_PALE_ALE,4,"Sculpin - With Ginger, Lime, And Szechuan Peppercorn",7
Ballast Point Brewing Company,INDIA_PALE_ALE,4,Ginger Big Eye IPA,7
Ballast Point Brewing Company,INDIA_PALE_ALE,4.5,Sculpin India Pale Ale,7
Ballast Point Brewing Company,INDIA_PALE_ALE,2.5,Ghost Pepper Sculpin,7
Ballast Point Brewing Company,INDIA_PALE_ALE,3.5,Black Eye,6.67
Harpoon Brewery,INDIA_PALE_ALE,4.5,Harpoon Leviathan - Imperial IPA,10
Ballast Point Brewing Company,INDIA_PALE_ALE,4,Big Eye Double Ginger,7
Harpoon Brewery,INDIA_PALE_ALE,5,Harpoon Oak Aged Imperial IPA,10
Harpoon Brewery,INDIA_PALE_ALE,4,Harpoon IPA (Oak Aged),5.5
Avery Brewing Company,INDIA_PALE_ALE,4.5,DuganA IPA,8.5
Harpoon Brewery,INDIA_PALE_ALE,3.5,Harpoon IPA,5.9
OPA-OPA Steakhouse & Brewery,INDIA_PALE_ALE,4,Opa Opa IPA,6
Firehouse Grill & Brewery,INDIA_PALE_ALE,4.5,Hops On Rye,7.5
III Dachshunds/City Lounge,INDIA_PALE_ALE,3.5,Earth Dog IPA,5.8
Firehouse Grill & Brewery,INDIA_PALE_ALE,5,Pete's Support Belgian IPA,10
OPA-OPA Steakhouse & Brewery,INDIA_PALE_ALE,4.5,A-10 Warthog Double IPA,11.5
Rivertown Brewing Co.,INDIA_PALE_ALE,3,Hop Baron Double Down IPA,8.5
Breakwater Brewing,INDIA_PALE_ALE,4,North Jetty IPA,7.2
Breakwater Brewing,INDIA_PALE_ALE,4,Maverick's,8.7
TableRock BrewPub,INDIA_PALE_ALE,4.5,Hopzilla,8
Breakwater Brewing,INDIA_PALE_ALE,3.5,YPA,6.6
Butcombe Brewery Ltd.,INDIA_PALE_ALE,3.5,Butcombe Brunel,5
TableRock BrewPub,INDIA_PALE_ALE,4,Hopocalypse,9.23
TableRock BrewPub,INDIA_PALE_ALE,4,Dubbel Trubbel,9.5
TableRock BrewPub,INDIA_PALE_ALE,3.5,Hop Head IPA Version 2.0,7
Heretic Brewing Company,INDIA_PALE_ALE,3.5,Evil Cousin,8
Old Bear Brewery,INDIA_PALE_ALE,4,Duke Of Bronte Capstan F.S.,12.5
Shmaltz Brewing Company,INDIA_PALE_ALE,4.5,He'Brew Bittersweet Lenny's R.I.P.A.,10
Mayflower Brewing Company,INDIA_PALE_ALE,4.5,Mayflower IPA,7
Shmaltz Brewing Company,INDIA_PALE_ALE,2.5,He'Brew Hop Manna Test Batch #3,6.8
Shmaltz Brewing Company,INDIA_PALE_ALE,4,He'Brew Hop Manna Test Batch #2,6.8
Shmaltz Brewing Company,INDIA_PALE_ALE,2.5,He'Brew Hop Manna Test Batch #1,6.8
Shmaltz Brewing Company,INDIA_PALE_ALE,5,He'Brew Bittersweet Lenny's R.I.P.A. - Cedar & Simcoe,10
Avery Brewing Company,INDIA_PALE_ALE,4,Maharaja,10.3
Shmaltz Brewing Company,INDIA_PALE_ALE,4.5,He'Brew Bittersweet Lenny's R.I.P.A. On Rye,10
Moab Brewery,INDIA_PALE_ALE,4,Johnnyâ€™s American IPA,4
Beaver Beer Company,INDIA_PALE_ALE,3.5,Beaver Beer Big Red,6
Sherwood Forest Brewers Ltd.,INDIA_PALE_ALE,3,Sheriff's India Pale Ale,5.46
Manav Breweries Pvt. Ltd.,INDIA_PALE_ALE,3.5,Little Devils India Pale Ale,5
Pitfield Organic Brewery,INDIA_PALE_ALE,2.5,East Kent Goldings,4.2
Pitfield Organic Brewery,INDIA_PALE_ALE,3,Pitfield 1837 India Pale Ale,7
Cervejaria TrÃªs Lobos Ltda.,INDIA_PALE_ALE,3.5,Pele Vermelha,7
Little Apple Brewing Company,INDIA_PALE_ALE,3.5,Prairie Pale Ale,7.5
Museum Brewing Company / White Shield Brewery,INDIA_PALE_ALE,3.5,Worthington's White Shield,5.6
Redoak Boutique Beer CafÃ©,INDIA_PALE_ALE,3.5,Indian Pale Ale,6.5
Butternuts Beer & Ale,INDIA_PALE_ALE,3.5,Snapperhead IPA,6.8
Redoak Boutique Beer CafÃ©,INDIA_PALE_ALE,4.5,Double American IPA,8
Mother Earth Brew Co.,INDIA_PALE_ALE,4,Hop Diggity,8
Mother Earth Brew Co.,INDIA_PALE_ALE,3,Auld Knucker IPA,6
Mother Earth Brew Co.,INDIA_PALE_ALE,4.5,Rysing Tide (Rye IPA),7
Mother Earth Brew Co.,INDIA_PALE_ALE,4,Blitzen,8.1
Mother Earth Brew Co.,INDIA_PALE_ALE,3.5,Hop Jitters,8.2
Mother Earth Brew Co.,INDIA_PALE_ALE,3.5,Primordial Imperial IPA,9.5
Mother Earth Brew Co.,INDIA_PALE_ALE,4.5,Kismet,7
Jaxon's Restaurant and Brewing Company,INDIA_PALE_ALE,4,Jaxon's Andale IPA,7.5
Bullfrog Brewery,INDIA_PALE_ALE,4.5,Bullfrog India Pale Ale,6
Bullfrog Brewery,INDIA_PALE_ALE,4,Hop-Gasm,9.2
Bullfrog Brewery,INDIA_PALE_ALE,4.5,Edgar IPA Christmas Edition,9.5
Bullfrog Brewery,INDIA_PALE_ALE,4.5,Edgar IPA,8
Bullfrog Brewery,INDIA_PALE_ALE,4,Thai P.A.,7.2
Bullfrog Brewery,INDIA_PALE_ALE,4,Big Ed,9.5
Bullfrog Brewery,INDIA_PALE_ALE,4.5,Deuane,10
Bullfrog Brewery,INDIA_PALE_ALE,4,Houblonium P38,8
Bullfrog Brewery,INDIA_PALE_ALE,4.5,Mondo Calypso,6
Avery Brewing Company,INDIA_PALE_ALE,4,Winter's Day IPA,6.5
Avery Brewing Company,INDIA_PALE_ALE,4,Ale To The Chief,8.75
Avery Brewing Company,INDIA_PALE_ALE,3.5,Dry-Hopped DuganA,8.5
Avery Brewing Company,INDIA_PALE_ALE,4.5,Avery Anniversary Ale - Eleven,9
Avery Brewing Company,INDIA_PALE_ALE,4.5,Avery Anniversary Ale - Ten,10
Avery Brewing Company,INDIA_PALE_ALE,4,Double Dry Hopped Dugana IPA,8.5
Avery Brewing Company,INDIA_PALE_ALE,3.5,Dry-Hopped India Pale Ale,6.5
Avery Brewing Company,INDIA_PALE_ALE,4,Gemini,8.1
Maui Brewing Co.,INDIA_PALE_ALE,4,Big Swell IPA,6.8
Maui Brewing Co.,INDIA_PALE_ALE,3.5,Flyin' Hi.P.Hay,6.8
Asheville Brewing Company,INDIA_PALE_ALE,4,Shiva IPA,6
Asheville Brewing Company,INDIA_PALE_ALE,3.5,Shiva Ratri,9.5
Peak Organic Brewing Company,INDIA_PALE_ALE,4.5,Peak Organic IPA,7.2
Banff Ave. Brewing Co.,INDIA_PALE_ALE,3.5,Head Smashed IPA,4.8
Red Rock Brewing Company,INDIA_PALE_ALE,4.5,Elephino,8
Red Rock Brewing Company,INDIA_PALE_ALE,2,IPA Junior,4
Red Rock Brewing Company,INDIA_PALE_ALE,3.5,India Dark,4
Raasted & Randers Bryghus A/S,INDIA_PALE_ALE,3.5,Raasted Imperial IPA,10
Raasted & Randers Bryghus A/S,INDIA_PALE_ALE,4,Raasted GrillÃ¸l,5
Raasted & Randers Bryghus A/S,INDIA_PALE_ALE,3.5,Raasted India Pale Ale,6.7
Raasted & Randers Bryghus A/S,INDIA_PALE_ALE,2.5,Raasted Rug IPA,7
Frog Island Brewing Company,INDIA_PALE_ALE,2.5,Frog Island Bengal IPA,6
Utah Brewers Cooperative,INDIA_PALE_ALE,4,Squatters India Pale Ale,6
Utah Brewers Cooperative,INDIA_PALE_ALE,4,Squatters Hop Rising,9
Bierbrouwerij Grand-CafÃ©  Emelisse,INDIA_PALE_ALE,3.5,Emelisse Double IPA,11
Bierbrouwerij Grand-CafÃ©  Emelisse,INDIA_PALE_ALE,4,Triple IPA,10
Brasserie Henri Monier,INDIA_PALE_ALE,2.5,La Birlouette,5
Rock Bottom Restaurant and Brewery,INDIA_PALE_ALE,4,Dominator IPA,6.6
The Kernel Brewery,INDIA_PALE_ALE,4.5,IPA Simcoe,7.9
The Kernel Brewery,INDIA_PALE_ALE,4.5,IPA Citra,6.2
The Kernel Brewery,INDIA_PALE_ALE,4,IPA 4C,7.3
The Kernel Brewery,INDIA_PALE_ALE,3,IPA Centennial,7
The Kernel Brewery,INDIA_PALE_ALE,4.5,IPA Simcoe Citra Nelson Sauvin Apollo,7.7
The Kernel Brewery,INDIA_PALE_ALE,5,Suke Quto Coffee IPA,6.9
The Kernel Brewery,INDIA_PALE_ALE,4,IPA Columbus,7.1
The Kernel Brewery,INDIA_PALE_ALE,3.5,IPA Centennial Chinook Nugget,7.1
The Kernel Brewery,INDIA_PALE_ALE,4,IPA CSC,7.1
The Kernel Brewery,INDIA_PALE_ALE,3.5,IPA Summit,7
The Kernel Brewery,INDIA_PALE_ALE,4.5,The Kernel/Redemption Number Two India Pale Ale,6.1
The Kernel Brewery,INDIA_PALE_ALE,3.5,IPA Nelson Sauvin,6.8
Butternuts Beer & Ale,INDIA_PALE_ALE,4,Pelham Bay IPA,6.8
Butternuts Beer & Ale,INDIA_PALE_ALE,3,Brutus Imperial IPA,9
Empire Brewing Company,INDIA_PALE_ALE,3.5,Empire India Pale Ale,6.8
Empire Brewing Company,INDIA_PALE_ALE,4.5,Empire Fresh Hop,5.5
Alpine Beer Company,INDIA_PALE_ALE,4,Nelson,7.1
Alpine Beer Company,INDIA_PALE_ALE,4,Pure Hoppiness,8
Alpine Beer Company,INDIA_PALE_ALE,4.5,Exponential Hoppiness,11
Alpine Beer Company,INDIA_PALE_ALE,4.5,Duet IPA,7
Ithaca Beer Company,INDIA_PALE_ALE,2.5,Hop  Stash,6
Alpine Beer Company,INDIA_PALE_ALE,5,O'Brien's IPA,6.2
Alpine Beer Company,INDIA_PALE_ALE,4,Sippin' On The Dock Of The Bay IPA,7
The Caledonian Brewing Company,INDIA_PALE_ALE,4,Deuchars IPA,4.4
Alpine Beer Company,INDIA_PALE_ALE,4.5,Bad Boy,9
The Caledonian Brewing Company,INDIA_PALE_ALE,3.5,Old Seadog,5.2
Tustin Brewing Company,INDIA_PALE_ALE,2,Jackson's Double IPA,7.5
Tustin Brewing Company,INDIA_PALE_ALE,3,Jackson's Double IPA Triple Dry Hopped (Nelson Sauvin),7.5
Tustin Brewing Company,INDIA_PALE_ALE,4,Double Play Ipa,8.9
Tustin Brewing Company,INDIA_PALE_ALE,4,Old Town IPA,6.4
Tustin Brewing Company,INDIA_PALE_ALE,3,Jackson's Double IPA Double Dry Hopped (Sterling),7.5
Naked City Taphouse,INDIA_PALE_ALE,3.5,Jack The R.I.P.A.,6
Naked City Taphouse,INDIA_PALE_ALE,4.5,Podunk Oatmeal IPA,5.8
Naked City Taphouse,INDIA_PALE_ALE,3.5,Impact,7.9
Naked City Taphouse,INDIA_PALE_ALE,3.5,SpeelyaiPA,5.8
Naked City Taphouse,INDIA_PALE_ALE,4,Hopacalypse Now,10.5
Dark Star Brewing Company Limited,INDIA_PALE_ALE,4,Dark Star India Pale Ale,6.2
Dark Star Brewing Company Limited,INDIA_PALE_ALE,5,Greenwich Ivebin Piloct Ale,4.3
Old Forge Brewing Company,INDIA_PALE_ALE,4,Anniversary Double IPA,7.5
Old Forge Brewing Company,INDIA_PALE_ALE,4,Overbite IPA,7
Worth Brewing Company,INDIA_PALE_ALE,4,Field Trip IPA,6.6
Triangle Brewing Company,INDIA_PALE_ALE,5,Imperial Amber Ale,8.2
Haines Brewing Company,INDIA_PALE_ALE,4,Devil Made Me Do It IPA,6.6
Ithaca Beer Company,INDIA_PALE_ALE,4.5,Alphalpha,8.5
Wakonda Brewing Company,INDIA_PALE_ALE,3,Timberbeast IPA,7.2
Sonoran Brewing Company,INDIA_PALE_ALE,3.5,Victorian I.P.A.,6.2
Four Horsemen Brewing Company,INDIA_PALE_ALE,1,Mid-West IPA,6.1
Termini Brewing,INDIA_PALE_ALE,4,Hopwheels IPA,7.2
Termini Brewing,INDIA_PALE_ALE,4,Cheater Slick IPA (dark),5.8
Laurelwood Public House & Brewery,INDIA_PALE_ALE,4,Hop Monkey IPA,6
Laurelwood Public House & Brewery,INDIA_PALE_ALE,4.5,Gearhead IPA,6.5
Laurelwood Public House & Brewery,INDIA_PALE_ALE,3.5,Imperial Workhorse Double India Pale Ale,9.5
Laurelwood Public House & Brewery,INDIA_PALE_ALE,4.5,Workhorse IPA,7.5
Laurelwood Public House & Brewery,INDIA_PALE_ALE,3.5,Catcher In The Double Ryenbow,8
Laurelwood Public House & Brewery,INDIA_PALE_ALE,3.5,Imperial Boss,8.2
Laurelwood Public House & Brewery,INDIA_PALE_ALE,2,Prevale IPA,6.7
Laurelwood Public House & Brewery,INDIA_PALE_ALE,4,Zeus Fresh Hop Ale,6.7
Laurelwood Public House & Brewery,INDIA_PALE_ALE,4,Green Elephant IPA,6.9
Laurelwood Public House & Brewery,INDIA_PALE_ALE,4,Green Mammoth Organic Imperial IPA,10
Laurelwood Public House & Brewery,INDIA_PALE_ALE,3.5,Arctic Apocalypse,9
Laurelwood Public House & Brewery,INDIA_PALE_ALE,4,Hop Bandito,7.1
Independence Brewing Co.,INDIA_PALE_ALE,4,All Seeing (Eye) PA,8.8
Independence Brewing Co.,INDIA_PALE_ALE,4,7th Anniversary Ale (Oak Aged English IPA),8.2
Epic Brewing Co.,INDIA_PALE_ALE,4.5,Spiral Jetty,6.6
Blue Heron BrewPub,INDIA_PALE_ALE,3.5,Alpha Prospector,7.5
Blue Heron BrewPub,INDIA_PALE_ALE,4,Grapefruit IPA,6
Potters Hotel & Brewery (Hunter Beer Co),INDIA_PALE_ALE,4,Hunter Cranky Pants IPA,7.5
Ithaca Beer Company,INDIA_PALE_ALE,4.5,Flower Power India Pale Ale,7.5
Ithaca Beer Company,INDIA_PALE_ALE,4.5,Super Blends,7
Ithaca Beer Company,INDIA_PALE_ALE,4,IPAbbey (Excelsior! Series),9
Foothills Brewing Company,INDIA_PALE_ALE,4,Hoppyum IPA,6.3
Ithaca Beer Company,INDIA_PALE_ALE,4.5,Super Friends IPA,6
Ninkasi Brewing Company,INDIA_PALE_ALE,4.5,Total Domination IPA,6.7
Ninkasi Brewing Company,INDIA_PALE_ALE,2,Maiden The Shade,6.8
Ninkasi Brewing Company,INDIA_PALE_ALE,5,Tricerahops Double IPA,8.8
Flying Monkeys Craft Brewery,INDIA_PALE_ALE,4,Flying Monkeys Smash Bomb Atomic IPA,6
Turkey Hill Brewing Co. Pub & Grille,INDIA_PALE_ALE,4,Journeyman I.P.A.,7
Foothills Brewing Company,INDIA_PALE_ALE,4,Bourbon Barrel Aged Seeing Double IPA,9.5
Foothills Brewing Company,INDIA_PALE_ALE,3.5,Kind Ale IPA,5.8
Foothills Brewing Company,INDIA_PALE_ALE,4,Dry Hopped Hoppyum IPA,6.3
Flying Monkeys Craft Brewery,INDIA_PALE_ALE,3.5,Flying Monkeys Serendipity,14
Flying Monkeys Craft Brewery,INDIA_PALE_ALE,4,Flying Monkeys Smashjezebelhoneybomb,6
Flying Monkeys Craft Brewery,INDIA_PALE_ALE,3,Flying Monkeys Super Collider Double IPA,12.4
Flying Monkeys Craft Brewery,INDIA_PALE_ALE,4.5,Flying Monkeys Quint,18
Flying Monkeys Craft Brewery,INDIA_PALE_ALE,3.5,Flying Monkeys Alpha Fornication,13.3
Carter's Brewing,INDIA_PALE_ALE,5,De-Railed IPA,6.5
Epic Brewing Company,INDIA_PALE_ALE,4,Epic Armageddon,6.66
Epic Brewing Company,INDIA_PALE_ALE,4,Barrel Aged I.P.A.,7.25
Epic Brewing Company,INDIA_PALE_ALE,4,Epic Hop Zombie,8.5
Boneyard Beer Company,INDIA_PALE_ALE,4,RPM IPA,7.5
Boneyard Beer Company,INDIA_PALE_ALE,4.5,Hop Venom Double IPA,10
Boneyard Beer Company,INDIA_PALE_ALE,5,Notorius IPA3,12
Potton Brewery Company Limited,INDIA_PALE_ALE,3.5,Shannon IPA,3.6
Boulder Beer / Wilderness Pub,INDIA_PALE_ALE,4.5,Mojo IPA,7.2
Lavery Brewing Company,INDIA_PALE_ALE,2.5,Imperial French-Style Ale,11.5
C.H. Evans Brewing Company,INDIA_PALE_ALE,4.5,Halfmoon IPA,6.2
Boulder Beer / Wilderness Pub,INDIA_PALE_ALE,3.5,Cold Hop British-Style Ale,6.8
Sarasota Brewing Company,INDIA_PALE_ALE,4,Winter '10-'11 Imperial Pils,8
Sarasota Brewing Company,INDIA_PALE_ALE,4.5,Sarasota I.P.A.,7
Beau's All Natural Brewing Company,INDIA_PALE_ALE,3.5,Screaming Beaver,8
Montgomery Brewing Company,INDIA_PALE_ALE,4,Extra Innings IPA,5.9
Beau's All Natural Brewing Company,INDIA_PALE_ALE,4,Beaver River IPEh?,5.5
Montgomery Brewing Company,INDIA_PALE_ALE,3.5,I'm Seeing Double IPA,7.5
Santa Fe Brewing Company,INDIA_PALE_ALE,4,Happy Camper IPA,6.6
Santa Fe Brewing Company,INDIA_PALE_ALE,3.5,Fiesta I.P.A.,6.3
Santa Fe Brewing Company,INDIA_PALE_ALE,4.5,Imperial Yippee IPA,9.5
Borg BrugghÃºs,INDIA_PALE_ALE,4.5,Ãšlfur,5.9
Issaquah Brewhouse,INDIA_PALE_ALE,3,Contraband IPA,7
Hub City Brewing Company,INDIA_PALE_ALE,4,Paradise Ale,6.2
Gaslight Brewery & Restaurant,INDIA_PALE_ALE,3.5,TireRing IPA,6.9
Pelican Pub & Brewery,INDIA_PALE_ALE,4.5,India Pelican Ale,7.5
Epic Brewing Co.,INDIA_PALE_ALE,3.5,Hopulent,8.5
Wig And Pen,INDIA_PALE_ALE,4,Venom Double IPA,7
Boulder Beer / Wilderness Pub,INDIA_PALE_ALE,4.5,Mojo Risin' Double IPA,10.5
Highland Brewing,INDIA_PALE_ALE,3.5,Highland Imperial Kashmir IPA,10.2
Boulder Beer / Wilderness Pub,INDIA_PALE_ALE,3.5,Two Buttes Belgian IPA,7.5
Ska Brewing Co.,INDIA_PALE_ALE,3.5,Modus Hoperandi,6.8
Ska Brewing Co.,INDIA_PALE_ALE,3.5,Decadent Imperial IPA,10
Dark Horse Brewing Company,INDIA_PALE_ALE,5,Dark Horse Crooked Tree IPA,6
Big Boss Brewing,INDIA_PALE_ALE,4,High Roller IPA,6.75
Sixpoint Brewery,INDIA_PALE_ALE,4,Bengali Tiger,6.4
Brasseurs Du Monde,INDIA_PALE_ALE,3.5,L'Interdite,6
Ramses Bier,INDIA_PALE_ALE,4,Den Dorstige Tijger,6.6
Ramses Bier,INDIA_PALE_ALE,3.5,Hop,6.5
Two Brothers Brewing Company,INDIA_PALE_ALE,4,Hop Juice Double India Pale Ale,9.9
Big Boss Brewing,INDIA_PALE_ALE,4.5,Big Stinky IPA,7.5
Big Boss Brewing,INDIA_PALE_ALE,4,High Roller IV (Brewer's IPA Series #3),8
Big Boss Brewing,INDIA_PALE_ALE,4,Deuces Wild Double IPA,9
Big Boss Brewing,INDIA_PALE_ALE,4,Miss Charlotte's IPA,7.2
Big Boss Brewing,INDIA_PALE_ALE,4,High Roller II (Brewer's IPA Series #1),7.5
Big Boss Brewing,INDIA_PALE_ALE,4,High Roller III (Brewer's IPA Series #3),6.95
Captured By Porches Brewing Company,INDIA_PALE_ALE,3.5,Yggdrasil Imperial Pale,7.8
Captured By Porches Brewing Company,INDIA_PALE_ALE,3,Invasive Species IPA,6.3
Scuttlebutt Brewing Company,INDIA_PALE_ALE,4,Gale Force India Style Pale Ale,5.25
Manayunk Brewery and Restaurant,INDIA_PALE_ALE,3.5,Dreamin' Double IPA,8.5
Manayunk Brewery and Restaurant,INDIA_PALE_ALE,4,The Hive,7.1
Manayunk Brewery and Restaurant,INDIA_PALE_ALE,4,Black Eye PA,7.1
Columbia River Brewing Co.,INDIA_PALE_ALE,4,"Ground ""N"" Pound",7.7
Columbia River Brewing Co.,INDIA_PALE_ALE,4,Hop Heaven,7.5
Atlantic Brewing Company,INDIA_PALE_ALE,4,New Guy IPA,5.8
